first,last,job,phone,email,client_id,order_id,order_date,order_week,order_year,item_id,category,subcategory,unit_price,unit_cost,unit_weight,qty,line_number
Lori,Cruz,Research scientist (life sciences),687-767-2741x7653,cruzorganization3315@mclaughlin.com,61110,4088152,2023-03-07,10,2023,MXU86551-99-7A,furniture,stands,232.53,140.39,16.17,60,6
Kaylee,Gonzalez,"Research officer, government",4616748146,gonzalezk@patterson.com,38192,5280277,2023-05-14,19,2023,XEC36323-86-7D,decor,wall art,117.65,63.67,0.21,51,0
Jennifer,Campbell,"Journalist, magazine",(453)423-5681,campbelljennifer@mcgee.org,78302,6302873,2023-04-29,17,2023,BUC87203-00-6A,decor,plants,141.55,95.32,12.89,13,8
Kelsey,Garcia,Printmaker,+1-315-377-9943,garciakelsey6502@martin-long.com,30509,4501418,2023-02-18,7,2023,MMX68420-20-5Z,consumables,bathroom supplies,27.58,18.29,3.87,51,8
Kevin,Murphy,Consulting civil engineer,001-477-598-3570x85557,kprobably8736@allison.com,95671,6743587,2023-01-16,3,2023,BBM76718-51-5X,software,accounting,0.98,0.69,9.38,45,5
Kenneth,Reyes,Software engineer,266.627.1094,reyes.kenneth.2508@poole-walker.com,81150,2816281,2023-03-27,13,2023,UCX86104-19-0Z,consumables,misc,13.77,9.63,6.86,56,1
Danny,Sanchez,Therapeutic radiographer,738.592.8981x785,danny.sanchez.4708@horton.com,40264,4472300,2023-01-13,2,2023,ABZ76163-65-0B,consumables,misc,291.56,207.2,7.06,28,8
Stacy,Cooper,Retail merchandiser,879.686.7495,s_cooper_1803@hall-gibson.com,90641,4878004,2023-01-26,4,2023,DZD96600-87-8M,decor,wall art,11.24,9.92,0.88,78,8
Brandon,Lloyd,Product manager,517-271-7977x4952,lloyd.brandon.342@smith.com,58133,8180560,2023-01-11,2,2023,DME95905-24-1X,consumables,bathroom supplies,60.83,49.28,6.25,1,2
Jaclyn,Morales,"Pharmacist, community",311-679-3425x03237,moralesj8623@hernandez.info,17720,2919882,2023-04-05,14,2023,CCE59523-35-9E,consumables,kitchen supplies,90.94,48.08,15.69,54,6
Ashley,Flowers,Medical physicist,(495)995-6649x399,flowers.a@davis-frazier.com,47930,3345126,2023-05-23,21,2023,ZAZ05162-35-5X,decor,plants,0.01,0.01,8.04,41,0
Sarah,Richardson,"Exhibitions officer, museum/gallery",2056834802,richardsonsmile4695@merritt.com,79361,3370363,2023-04-19,16,2023,MAD28251-38-1A,consumables,bathroom supplies,458.73,283.94,14.38,36,0
Zachary,Black,Freight forwarder,478.788.4932,z.sea.5391@lang.org,92936,1245180,2023-02-22,8,2023,EME73584-90-2B,consumables,bathroom supplies,1.49,0.83,11.17,10,3
James,Carlson,Press sub,001-347-367-6286,jcarlson936@rhodes-mcguire.biz,28011,8549603,2023-01-27,4,2023,XMM04819-64-6E,decor,plants,9.74,8.69,2.86,10,0
Michele,Mcdonald,Emergency planning/management officer,435-931-4939x95137,mcdonaldm317@hess-jackson.com,38473,4594154,2023-03-02,9,2023,MDD39102-76-9D,consumables,misc,168.04,109.73,1.45,17,2
Alexis,Lowe,Toxicologist,+1-394-981-7836x8587,loweown@singh.com,82075,8705257,2023-03-12,10,2023,BBM76718-51-5X,software,accounting,0.98,0.69,9.38,338,0
Abigail,Johnson,Financial trader,799.940.6761x0733,ajohnson5929@king.org,44673,2765869,2023-01-02,1,2023,MUB98278-53-7Z,decor,plants,558.27,428.22,4.89,61,6
Mark,Turner,Education administrator,(640)604-9066,markturner4518@garcia.com,25936,3122986,2023-02-28,9,2023,CEX70724-13-4Z,consumables,kitchen supplies,189.46,108.52,10.24,25,0
Glenn,Garcia,Textile designer,573.981.6374,determinegarcia5685@velasquez.com,33804,8190856,2023-01-06,1,2023,CZC97008-29-8E,consumables,misc,209.6,116.11,10.74,64,6
Linda,Henderson,"Scientist, research (physical sciences)",+1-664-405-4100x443,lhenderson@boyer-krueger.com,79817,5790545,2023-04-24,17,2023,DDA06248-98-7Z,consumables,paper products,83.86,59.0,0.27,50,4
Jessica,Garcia,"Editor, film/video",7556272302,jgarcia@ellis.com,77449,2599084,2023-03-22,12,2023,BDU54519-00-1M,furniture,stands,149.56,120.37,7.93,120,5
Daniel,Foster,"Surveyor, mining",001-609-316-8408x340,fosterdaniel@cooper.com,60955,6524045,2023-05-04,18,2023,ZBX50186-21-0M,consumables,paper products,130.87,116.95,5.55,752,2
Shawn,Turner,"Physicist, medical",+1-801-834-4139x12645,s.turner@sanders.org,16444,7882542,2023-01-15,2,2023,ZBZ89373-66-4A,consumables,kitchen supplies,227.21,157.19,5.04,696,7
Michele,Mcdonald,Emergency planning/management officer,435-931-4939x95137,mcdonaldm317@hess-jackson.com,38473,1544080,2023-02-28,9,2023,BMB23158-88-9A,decor,plants,172.84,154.44,2.79,16,3
Carol,Anderson,Forensic psychologist,001-409-856-5738x310,andersonc5990@harper-bates.info,53305,5778517,2023-03-09,10,2023,DZD96600-87-8M,decor,wall art,11.24,9.92,0.88,19,0
Ashley,Krueger,Research scientist (maths),747.503.1276,ashleykrueger@terry.com,43576,8202203,2023-01-20,3,2023,BCB92176-35-3M,software,project management,23.99,16.36,1.74,48,5
Henry,Diaz,Paediatric nurse,(870)295-0273x9818,diaz_h@jackson.com,61197,5536963,2023-04-27,17,2023,EAD03713-67-2X,furniture,seating,195.96,150.33,2.26,3380,0
Thomas,Finley,Pension scheme manager,+1-531-706-4930x87310,finley.thomas@reed-hess.com,49404,2231441,2023-05-18,20,2023,MUC88158-73-4X,decor,wall art,42.85,40.19,1.83,40,2
Kelly,Anderson,Orthoptist,(993)536-7109x69129,anderson.k.401@ballard.org,57434,7886390,2023-05-22,21,2023,MDA79318-79-7D,decor,plants,18.47,17.23,5.99,2,7
Dwayne,Bell,Chief Financial Officer,606-619-7667x9508,belld@galvan.com,24007,5364238,2023-01-10,2,2023,CCU08977-02-0U,decor,misc,18.83,9.7,2.69,79,3
Melissa,Bishop,Commissioning editor,5113437616,bishopm9390@sanchez.com,66888,9288459,2023-01-18,3,2023,EBD29277-23-7U,consumables,kitchen supplies,206.59,175.46,11.7,313,0
Deborah,Cook,"Radiographer, therapeutic",747.841.2427x57672,cook.d@martin-yoder.com,10351,3008375,2023-05-24,21,2023,MDD91171-08-7U,decor,misc,45.68,34.27,10.37,13,6
Linda,Henderson,"Scientist, research (physical sciences)",+1-664-405-4100x443,lhenderson@boyer-krueger.com,79817,1829872,2023-04-20,16,2023,DEC92033-19-9C,electronics,telecom,6.09,5.5,1.38,17,3
Kelly,Edwards,Land,001-320-688-6897x04654,edwards.kelly.7195@ramirez-garcia.net,95119,8832450,2023-05-26,21,2023,AUZ65769-43-0D,furniture,stands,18.76,17.3,10.9,58,3
Joseph,Hernandez,Psychiatrist,4283710312,j.cold@forbes.biz,86899,7178947,2023-03-04,9,2023,DXD88381-00-6X,consumables,bathroom supplies,59.87,53.87,8.08,23,4
Michelle,Smith,"Therapist, drama",(822)251-2751x51533,smith.m.5154@patrick.org,68370,2518063,2023-02-05,5,2023,ACD48772-06-1U,consumables,kitchen supplies,20.73,13.12,25.93,17,2
Tara,Strickland,"Teacher, music",001-633-502-4884x44420,tara.strickland.363@davis.org,77340,3377088,2023-03-09,10,2023,MMM93730-54-8B,electronics,cabling,5.69,5.19,7.5,195,6
Brandon,Ortiz,Retail banker,+1-705-504-4314x96526,ortiztoward6404@garcia-hall.net,66648,5908494,2023-04-21,16,2023,MAZ00314-80-8M,software,accounting,69.01,60.51,3.59,50,2
Nicholas,Carter,Communications engineer,+1-550-864-1927,cartern@smith.com,76177,1301495,2023-05-17,20,2023,CUE68543-95-3U,consumables,paper products,557.31,409.72,2.21,4251,5
Nicholas,Carter,Communications engineer,+1-550-864-1927,cartern@smith.com,76177,3015872,2023-01-02,1,2023,EMA34385-20-0D,consumables,kitchen supplies,61.6,34.17,0.74,316,6
Tammy,Allen,Market researcher,379-775-5441,rangetammy5361@simmons-hernandez.com,68332,4836523,2023-04-27,17,2023,UDX16497-75-6A,software,accounting,2.67,2.35,1.91,34,4
William,Smith,Osteopath,357-916-1924x37505,smith.william@burton.com,90703,7659164,2023-04-10,15,2023,AEA17352-13-5M,furniture,tables,125.47,86.77,0.54,54,2
Holly,Williams,Forest/woodland manager,4245005645,williams.holly.1628@cruz.com,48193,5440266,2023-01-13,2,2023,ZEM02698-76-2M,software,accounting,618.97,515.43,1.54,7,5
Julie,Anderson,Exhibition designer,5933099462,anderson_better_4704@bell.biz,78965,3570559,2023-01-16,3,2023,EEB61643-76-2U,software,project management,2.19,1.36,14.91,13,0
Sarah,Martin,Public relations officer,+1-407-269-2450x21953,sellmartin9501@jacobson.com,57295,4496755,2023-01-29,4,2023,BMC74341-95-1A,furniture,tables,233.74,211.69,5.16,1662,3
Jaclyn,Morales,"Pharmacist, community",311-679-3425x03237,moralesj8623@hernandez.info,17720,3181192,2023-01-09,2,2023,DMB07325-21-0B,consumables,paper products,0.13,0.12,0.28,102,5
Lisa,Riddle,Chartered management accountant,001-932-725-9686,riddlel1336@hamilton-cole.net,19904,6642363,2023-03-08,10,2023,MEM49712-30-9A,consumables,bathroom supplies,140.34,89.41,6.0,59,2
Nathan,Baker,Accounting technician,827-788-8123x012,bakernathan@benson.com,46554,4268373,2023-01-31,5,2023,XEE78402-16-3U,consumables,misc,126.16,97.61,12.28,39,4
Brandon,Allen,"Geologist, wellsite",705-244-4626,ballen2525@houston.net,97794,5493117,2023-02-08,6,2023,AXC05656-11-4B,consumables,bathroom supplies,192.53,163.92,2.05,933,7
Barry,Johnson,"Education officer, museum",3804491689,johnson.end@clarke.com,79827,9531735,2023-02-26,8,2023,UEU25316-01-1U,consumables,pens,20.99,16.97,5.12,718,4
Alan,Mendoza,Archivist,450-907-2148,miss.a@meadows.biz,39965,4689800,2023-04-02,13,2023,ZCC45621-74-4A,consumables,kitchen supplies,72.6,52.42,0.33,125,3
Lori,Young,Health physicist,834.716.3734,lori.young.2053@bridges.com,18574,4681908,2023-01-14,2,2023,AAD15703-65-3A,furniture,stands,7.58,4.06,8.73,92,6
Patricia,Gould,Lobbyist,+1-694-749-5807x94968,newspapergould@walsh.biz,18145,5558832,2023-03-12,10,2023,BED38321-96-0E,furniture,stands,173.7,152.21,4.25,79,8
Bryan,Myers,Chief of Staff,444.233.9146x233,bmyers3696@wilson.com,46820,8055669,2023-05-04,18,2023,DXD79314-94-6D,consumables,pens,19.26,12.91,1.9,27,3
Derek,Vang,Art gallery manager,242-589-4708,vangderek5677@flores.com,63691,7160755,2023-03-22,12,2023,AUX68728-52-4C,electronics,telecom,719.76,665.74,4.91,61,4
Justin,Malone,Theatre director,+1-516-704-7798x901,malonej3973@lewis.net,19467,5765608,2023-03-04,9,2023,MDE64633-25-6Z,furniture,stands,3.64,2.49,0.2,69,5
Kelly,Edwards,Land,001-320-688-6897x04654,edwards.kelly.7195@ramirez-garcia.net,95119,5822670,2023-05-24,21,2023,XZC13991-98-6E,furniture,tables,56.94,36.46,4.01,77,8
George,Castillo,"Engineer, land",865.902.1326,developmentcastillo1825@smith-brennan.com,19206,1769900,2023-04-21,16,2023,UCE56426-04-7X,consumables,kitchen supplies,13.74,9.29,5.67,52,2
Derek,Vang,Art gallery manager,242-589-4708,vangderek5677@flores.com,63691,4139588,2023-05-27,21,2023,UMX30533-95-7B,decor,plants,91.52,52.92,2.5,85,5
Tim,Cannon,Secretary/administrator,220-815-3173x9574,tcannon7516@hines-jenkins.com,12286,7260851,2023-05-02,18,2023,AXB69408-25-3C,consumables,kitchen supplies,155.31,146.56,0.04,30,1
Wanda,Collins,"Scientist, water quality",201.368.0759x784,collins.hear.558@scott-hess.biz,82402,2294967,2023-05-16,20,2023,EAA53647-99-8B,software,accounting,79.15,70.27,0.04,106,7
Amanda,Hall,"Conservator, furniture",616-587-4348,hall_education_4632@li-monroe.com,55336,7016651,2023-01-17,3,2023,DXE26695-11-0U,software,logistics,82.62,66.12,0.2,1028,5
Shawn,Turner,"Physicist, medical",+1-801-834-4139x12645,s.turner@sanders.org,16444,1861053,2023-02-05,5,2023,UMZ55878-40-0A,decor,plants,448.58,331.15,8.95,21,2
Brian,Peterson,Clinical psychologist,4475634903,petersonbrian2187@gonzales.com,33956,4322838,2023-05-11,19,2023,EBU35286-93-9X,consumables,kitchen supplies,292.64,272.51,11.27,63,8
Bonnie,Odom,Ophthalmologist,(524)806-2383,blueodom5594@mason.com,91419,8101932,2023-01-18,3,2023,ZEM80574-37-9C,furniture,tables,231.21,162.21,4.86,230,4
Elizabeth,Black,Lawyer,641.820.8471x1019,beatblack@martinez-schultz.com,20885,3570143,2023-01-31,5,2023,XZZ76042-95-6X,consumables,paper products,5.17,3.53,6.9,760,0
Audrey,Humphrey,"Accountant, chartered certified",(971)896-1981,aweight128@roy.com,97124,4414243,2023-03-04,9,2023,DXM06765-78-0E,consumables,pens,268.31,208.61,4.28,717,5
Sheri,Norman,"Administrator, charities/voluntary organisations",(577)810-1248x6961,norman_sheri@duke.biz,51367,8101215,2023-05-25,21,2023,BMA53145-50-0E,software,project management,141.4,126.66,1.45,124,2
Daniel,Cole,Oncologist,001-891-656-9119x936,danielcole@martin-wood.org,62315,2052529,2023-05-28,21,2023,ZMD30610-04-6X,decor,wall art,16.76,10.66,7.52,395,0
Erica,Colon,Learning mentor,580-422-4977x362,colon.erica.1035@reese.biz,31268,5150143,2023-03-31,13,2023,DCU33043-44-1E,consumables,pens,319.5,245.71,5.59,37,1
John,Martin,Housing manager/officer,001-587-480-7862,martinletter@dunn-jensen.com,22833,1473144,2023-04-05,14,2023,MBZ79590-81-3M,consumables,pens,410.88,315.0,0.54,147,5
Todd,Torres,"Surveyor, rural practice",(928)932-5786,torrestodd@phillips.net,71981,4124584,2023-03-07,10,2023,XDU73429-99-9D,consumables,kitchen supplies,1.63,1.14,6.0,27,1
Paul,Vasquez,"Teacher, special educational needs",(520)767-2543x5513,paul_vasquez@brown-middleton.biz,43361,5145725,2023-05-20,20,2023,BZM94707-51-4Z,furniture,stands,74.86,45.17,2.3,397,2
Christine,Williams,Counselling psychologist,636-458-4376x958,accountc@daniels.org,73156,8797733,2023-05-08,19,2023,ZBZ76765-83-2X,electronics,telecom,222.03,155.57,1.33,30,2
Patricia,Gould,Lobbyist,+1-694-749-5807x94968,newspapergould@walsh.biz,18145,7786788,2023-03-09,10,2023,UBB29009-68-1Z,furniture,tables,128.33,96.5,3.83,4,1
Nicholas,Williams,Radio producer,393.560.7337x2039,nicholas.williams.6317@strong.biz,56590,6450659,2023-02-21,8,2023,UCM61734-47-6U,decor,plants,137.01,98.7,0.55,16,0
Anthony,Tucker,"Designer, blown glass/stained glass",+1-503-460-2669,tuckera@nguyen.com,32500,4093327,2023-02-25,8,2023,DUU85042-87-5E,furniture,seating,66.88,54.15,2.47,34,2
Lori,Thompson,Event organiser,874-741-4144x391,thompsontrip@graves.com,24889,9175696,2023-01-06,1,2023,BZX55559-12-3X,consumables,misc,195.1,108.17,46.43,36,7
Sarah,Brown,Environmental manager,579-901-2564,brown.s.3285@knight.com,73169,1317555,2023-01-11,2,2023,ADC24437-65-2E,consumables,pens,180.39,166.37,1.45,36,3
Paul,Hanson,"Engineer, civil (contracting)",969.885.3342x0533,paul_hanson@moss-little.org,78248,9960974,2023-05-08,19,2023,XXM41819-88-7M,software,project management,10.67,5.5,5.87,164,4
Steven,Gardner,"Engineer, electronics",+1-924-610-6694x2625,sgardner@smith.com,44807,4171967,2023-01-27,4,2023,BZD25887-03-4D,consumables,bathroom supplies,94.65,87.92,8.18,107,4
Bryce,Cook,"Administrator, charities/voluntary organisations",2377288094,cookbryce@campbell.com,63780,6745573,2023-04-02,13,2023,EXA50128-43-8B,software,accounting,310.36,200.41,21.39,723,9
Carrie,Green,Colour technologist,+1-242-699-5329x474,c.green@oliver-smith.com,17355,7722684,2023-02-04,5,2023,DEA49899-87-6A,furniture,stands,1.68,1.13,1.13,90,0
Sean,Steele,"Administrator, arts",698.307.8917x62247,seansteele@coleman-schroeder.com,62639,4285268,2023-05-18,20,2023,MUD14912-70-2A,decor,plants,6.77,5.96,2.62,35,0
Mark,Buchanan,Colour technologist,+1-209-984-3834x55401,buchanan_listen_8845@mooney-brown.com,44795,1242253,2023-03-10,10,2023,EMD25345-63-4E,consumables,kitchen supplies,14.73,10.21,2.77,8,0
Sherry,Ramsey,"Buyer, industrial",001-347-672-4253,ramsey.sherry@johnson.com,92552,3232560,2023-04-08,14,2023,AZB92583-19-5D,electronics,telecom,41.42,30.02,1.1,264,1
Heather,Walker,"Engineer, biomedical",291.318.8253,walker.h@freeman.com,37432,2255593,2023-03-27,13,2023,MAZ00314-80-8M,software,accounting,69.01,60.51,3.59,140,0
Michelle,Cervantes,Psychiatrist,(769)568-5844x7004,cervantesm5294@taylor-spencer.biz,42481,7944889,2023-01-16,3,2023,EUD71295-47-2A,consumables,misc,76.63,55.24,2.91,12,5
James,Atkins,Sports coach,677.418.8364,atkins.huge.354@deleon.com,61211,6229348,2023-02-11,6,2023,MXM50838-84-2C,software,accounting,5.04,4.6,5.7,72,0
Joseph,Shea,Adult guidance worker,213-566-6364x3344,butjoseph@burns.com,54596,5936230,2023-03-06,10,2023,UAZ31286-97-4D,decor,misc,10.6,7.09,0.22,665,1
Glenn,Garcia,Textile designer,573.981.6374,determinegarcia5685@velasquez.com,33804,3732449,2023-05-09,19,2023,DDA06248-98-7Z,consumables,paper products,83.86,59.0,0.27,19,3
Wendy,Morris,Hydrographic surveyor,001-234-716-4618x1004,wendycustomer@holder.com,42550,2774872,2023-03-06,10,2023,XZX22516-16-1D,consumables,paper products,125.71,77.03,9.66,207,2
Cheryl,Malone,Medical illustrator,805.850.7258,cherylmalone9234@rodriguez-schaefer.com,48540,8335707,2023-03-04,9,2023,UUX03397-27-4C,consumables,misc,107.61,98.35,6.28,151,8
Janet,Miller,Medical secretary,(886)246-4664x7990,millerjanet7417@joyce.com,21317,4504171,2023-03-25,12,2023,ZCC45621-74-4A,consumables,kitchen supplies,72.6,52.42,0.33,993,6
Angela,Everett,Osteopath,729-620-6192x875,aeverett@rodriguez.com,66037,8166757,2023-02-27,9,2023,DUU85042-87-5E,furniture,seating,66.88,54.15,2.47,60,4
Michael,Burns,Retail manager,001-602-874-6624,exactlyburns3216@hayes-wright.com,29718,9182218,2023-01-09,2,2023,UAE18812-78-4C,consumables,bathroom supplies,116.87,77.0,1.82,54,3
Philip,Herrera,Database administrator,(942)657-5613x3684,philipherrera@ramirez.net,39280,9640061,2023-04-14,15,2023,EED94069-83-6X,decor,wall art,14.24,7.25,7.33,70,3
Christopher,Johnson,"Radiographer, therapeutic",5164552436,c.road@olsen.com,22670,9299352,2023-01-28,4,2023,MEE34379-21-8D,consumables,bathroom supplies,105.19,98.53,8.88,198,5
Wanda,Solomon,Toxicologist,(311)767-4924,solomonwanda5962@ross.org,24485,4369993,2023-03-20,12,2023,EAD03713-67-2X,furniture,seating,195.96,150.33,2.26,27,5
Holly,Wagner,Product designer,6806995056,holly_wagner@miller.com,82172,1406445,2023-02-12,6,2023,DUU85042-87-5E,furniture,seating,66.88,54.15,2.47,30,0
Carol,Anderson,Forensic psychologist,001-409-856-5738x310,andersonc5990@harper-bates.info,53305,9387789,2023-04-10,15,2023,MMM93730-54-8B,electronics,cabling,5.69,5.19,7.5,27,2
Susan,Mitchell,"Therapist, sports",972.537.5063x2269,susanmitchell1151@ortiz.com,65748,6359272,2023-03-20,12,2023,EAC69857-33-3X,consumables,kitchen supplies,31.25,20.29,13.07,166,7
Cheryl,Malone,Medical illustrator,805.850.7258,cherylmalone9234@rodriguez-schaefer.com,48540,1679058,2023-01-24,4,2023,EED22292-91-1B,furniture,tables,3.32,1.89,4.45,519,1
Krista,Mullins,Broadcast journalist,001-272-428-2350,mullins.krista@clark-spencer.com,87473,4479060,2023-01-10,2,2023,ABU04430-78-4B,consumables,paper products,101.4,74.52,8.37,71,1
Ashley,Hernandez,Retail buyer,264-496-5412,ashley.later.185@hernandez-shaw.info,61647,6687438,2023-03-25,12,2023,UUU35466-76-6E,consumables,paper products,7.03,5.94,0.6,73,0
Karen,Ellis,Animal technologist,001-821-851-4592x09341,karen.ellis.8415@ray.org,87506,8599970,2023-02-03,5,2023,UAZ31286-97-4D,decor,misc,10.6,7.09,0.22,28,6
Jason,Mitchell,Pharmacologist,253-384-7810x7504,mitchellj@burton.com,35208,7895352,2023-04-16,15,2023,ZXX97056-96-8A,decor,wall art,9.17,8.17,0.96,108,7
Alexandra,Chen,Retail manager,(496)439-3321,chen.alexandra@rodriguez-wright.com,32620,4001047,2023-03-06,10,2023,DCE09386-75-6M,furniture,tables,95.67,59.32,13.13,13,2
Sarah,Richardson,"Exhibitions officer, museum/gallery",2056834802,richardsonsmile4695@merritt.com,79361,4461474,2023-02-19,7,2023,EXZ72163-60-7E,furniture,tables,105.52,62.32,1.28,206,3
Susan,Rivera,"Development worker, international aid",(354)836-7522x4998,s.rivera@hill-cox.info,54094,4307953,2023-02-12,6,2023,MDD91171-08-7U,decor,misc,45.68,34.27,10.37,816,5
Kyle,Williams,"Engineer, broadcasting (operations)",+1-432-234-2942,communitywilliams9024@taylor-padilla.biz,81012,8992685,2023-02-06,6,2023,DXM06765-78-0E,consumables,pens,268.31,208.61,4.28,10,2
Rachel,Perry,"Teacher, primary school",469-824-4454,r_perry@johnson.com,99736,6029956,2023-01-26,4,2023,MDA79318-79-7D,decor,plants,18.47,17.23,5.99,26,3
Victoria,Flores,Educational psychologist,001-418-361-8621,victoriainternational@blanchard.com,65049,5880538,2023-05-27,21,2023,BXX90623-28-7C,furniture,tables,49.21,26.48,6.53,57,3
John,Callahan,"Journalist, magazine",+1-246-570-4098,j.callahan.775@davis.com,49851,6443710,2023-02-14,7,2023,MUC88158-73-4X,decor,wall art,42.85,40.19,1.83,210,8
Mark,Carlson,Homeopath,+1-440-667-5569x1184,m.carlson@johnson.com,81912,2041198,2023-05-12,19,2023,ZUB85679-83-9U,consumables,pens,18.19,9.9,0.2,39,2
Christina,Schwartz,Chiropractor,265-829-3643,christinaschwartz9252@mcconnell.com,92089,8611689,2023-01-26,4,2023,EMX21429-07-6D,furniture,tables,7.98,6.26,7.05,119,1
Adam,Shaffer,TEFL teacher,+1-347-271-7619x8278,shafferadam@smith.com,65819,3187184,2023-05-22,21,2023,MAU13971-98-9B,software,accounting,163.59,106.62,3.94,603,2
Jaclyn,Morales,"Pharmacist, community",311-679-3425x03237,moralesj8623@hernandez.info,17720,4364717,2023-05-12,19,2023,ABZ67090-80-1E,consumables,kitchen supplies,345.24,316.68,7.74,21,3
Carly,Cortez,Facilities manager,001-569-600-6481x247,ccortez2413@kelly-thomas.com,98302,7255121,2023-01-06,1,2023,CXD77584-10-1E,consumables,paper products,253.71,160.5,4.08,112,2
Angelica,Brown,"Geologist, wellsite",426.563.7543,brown.a@phelps.com,44715,1522798,2023-03-03,9,2023,MEX67117-45-3X,decor,wall art,23.4,21.53,3.03,37,4
Darlene,Randolph,Research scientist (medical),+1-280-402-4855x6456,randolphdarlene@young-harper.biz,94420,8799226,2023-04-06,14,2023,UMM63374-64-7M,software,accounting,136.6,124.25,6.58,379,2
Devon,Brooks,Translator,477.381.6876,brooks_add_8996@baker.info,55552,5109855,2023-02-19,7,2023,UCA25495-74-4Z,software,project management,284.49,209.98,4.97,609,2
Edward,Church,Hydrographic surveyor,+1-385-775-2634,e.church@robinson.com,46547,5747568,2023-04-22,16,2023,ZME11428-11-1B,electronics,telecom,211.44,171.21,1.28,3366,1
William,Mccann,"Accountant, chartered",001-664-359-2306x9919,mccannw5477@rodriguez-johnson.com,75118,3735477,2023-03-14,11,2023,CZB52353-47-0D,consumables,bathroom supplies,109.18,86.92,0.79,749,7
Isabella,Spencer,"Engineer, structural",793-561-3362x135,spencerisabella@white.com,86113,2375051,2023-03-28,13,2023,CEU33974-49-0A,consumables,bathroom supplies,94.41,64.44,0.75,88,2
Timothy,Irwin,"Scientist, clinical (histocompatibility and immunogenetics)",329-830-2795x60799,irwin.t.3015@wilson.com,72202,1206758,2023-05-01,18,2023,UZE69424-29-1A,consumables,bathroom supplies,20.68,15.03,3.47,36,2
Samantha,Bailey,Petroleum engineer,(914)743-1418x60519,sbailey@young.com,42460,8088937,2023-01-14,2,2023,CXU60946-73-5B,consumables,bathroom supplies,136.13,111.47,5.65,15,2
Jessica,Hodge,"Psychotherapist, child",001-450-253-8909x686,hodgedescribe9814@mccormick.com,73652,3316844,2023-04-03,14,2023,ZUB85679-83-9U,consumables,pens,18.19,9.9,0.2,48,1
Lori,Nunez,Prison officer,448-540-0541,l.nunez@mcclure.com,95003,7956369,2023-04-24,17,2023,CZD83197-87-8M,software,logistics,83.59,52.44,5.82,9,0
Holly,Wagner,Product designer,6806995056,holly_wagner@miller.com,82172,6722895,2023-01-29,4,2023,XMA71210-91-3Z,decor,plants,197.47,99.71,2.01,50,0
Zachary,Rodriguez,Actuary,(771)350-0406,rodriguezz@knight.com,56977,7641833,2023-03-27,13,2023,DEC30974-13-3D,furniture,tables,7.98,6.68,7.15,742,2
Michael,Woods,Primary school teacher,+1-717-847-3454x9301,woods.michael.3983@kennedy.com,25185,7965344,2023-04-16,15,2023,EUM61224-34-0X,consumables,kitchen supplies,18.29,14.52,12.42,17,9
Doris,Waters,Diagnostic radiographer,+1-757-791-7115x42695,watersdoris@mcguire.com,80977,3262385,2023-05-04,18,2023,XZZ76042-95-6X,consumables,paper products,5.17,3.53,6.9,145,7
Katie,Gordon,"Doctor, general practice",001-590-532-5634x461,gordononly@soto.info,46191,9172359,2023-03-15,11,2023,UMD41020-16-5M,consumables,misc,12.91,9.78,1.46,98,2
Cynthia,Palmer,"Surveyor, rural practice",+1-843-385-5943x730,palmer.cynthia@weaver.com,95847,1716901,2023-01-13,2,2023,MCE82285-66-1X,consumables,bathroom supplies,173.16,156.54,1.1,181,3
Dwayne,Bell,Chief Financial Officer,606-619-7667x9508,belld@galvan.com,24007,7290814,2023-03-07,10,2023,EBB49854-54-7D,consumables,kitchen supplies,84.96,72.54,4.26,19,2
Elizabeth,Black,Lawyer,641.820.8471x1019,beatblack@martinez-schultz.com,20885,2563277,2023-05-30,22,2023,DAA84430-62-7E,consumables,bathroom supplies,4.67,2.39,10.49,164,8
Erica,Colon,Learning mentor,580-422-4977x362,colon.erica.1035@reese.biz,31268,7835834,2023-05-24,21,2023,MCM87327-82-2U,consumables,kitchen supplies,7.24,5.52,2.86,387,3
Nathaniel,Gibson,Radiation protection practitioner,(472)706-3223,nauthor1586@richardson.com,34323,2788079,2023-04-04,14,2023,UMC49136-12-1E,furniture,tables,210.12,137.62,16.9,117,4
Lindsey,Robinson,Media planner,+1-257-704-0889x8140,robinsonl@allen.com,41561,4593053,2023-02-03,5,2023,MMX03475-50-9B,electronics,telecom,32.6,24.25,0.48,64,2
Mary,Bradley,"Radiographer, diagnostic",760-755-5494x04737,bradleym@perez-williams.com,37608,9859795,2023-05-23,21,2023,MZC70320-30-6X,furniture,stands,62.75,37.57,1.23,12,0
Jamie,Mora,"Surveyor, hydrographic",001-697-494-9606,jmora4465@jackson-brown.info,71188,6941686,2023-01-23,4,2023,AME10969-48-7D,consumables,paper products,33.72,30.08,2.01,5257,7
Brian,Bullock,"Programmer, applications",293.376.5291,bullockb7073@brown-powell.com,55191,1116714,2023-04-06,14,2023,CCE03188-08-7X,software,project management,231.32,193.45,4.69,92,4
Jessica,Reyes,"Production designer, theatre/television/film",5016915923,jessica.reyes@grimes.net,33615,4812042,2023-02-10,6,2023,EXA50128-43-8B,software,accounting,310.36,200.41,21.39,32,0
Jonathan,Kennedy,Textile designer,832.240.4049x974,kennedy_j@murray.com,52670,8317238,2023-05-15,20,2023,BMZ15504-78-4X,furniture,tables,63.82,40.05,4.7,82,1
